Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,disloyal Customer,33,Business travel,Eco,1285,3,3,3,3,3,3,3,3,1,5,4,3,3,3,71,52.0,neutral or dissatisfied
Female,Loyal Customer,42,Personal Travel,Eco,874,2,5,2,4,3,5,4,3,3,2,1,4,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,1598,2,4,2,2,4,5,5,2,2,2,2,5,2,3,0,0.0,satisfied
Female,Loyal Customer,57,Personal Travel,Eco,1126,2,5,2,3,4,4,4,4,4,2,4,4,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,63,Business travel,Eco Plus,305,2,5,5,5,4,5,5,1,1,2,1,4,1,3,7,8.0,satisfied
Male,Loyal Customer,34,Business travel,Business,931,4,4,4,4,2,4,5,4,4,4,4,4,4,5,0,0.0,satisfied
Female,disloyal Customer,46,Business travel,Business,967,4,4,4,1,5,4,5,5,3,2,5,4,4,5,10,0.0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Business,420,2,2,2,2,1,1,4,5,5,5,5,3,5,2,27,22.0,satisfied
Female,Loyal Customer,51,Business travel,Business,1548,2,2,2,2,5,2,2,2,2,2,2,4,2,3,0,12.0,neutral or dissatisfied
Female,Loyal Customer,62,Personal Travel,Eco Plus,1674,1,4,1,3,1,3,5,1,1,1,1,1,1,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Eco Plus,1250,3,3,3,3,3,3,3,3,4,3,5,2,4,3,11,0.0,satisfied
Male,Loyal Customer,24,Business travel,Business,2475,5,5,5,5,4,4,4,4,4,4,5,3,4,4,11,0.0,satisfied
Female,Loyal Customer,48,Business travel,Eco Plus,3302,1,1,1,1,1,2,2,2,5,4,4,2,2,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,60,Business travel,Business,759,2,2,2,2,3,5,4,2,2,2,2,5,2,5,0,0.0,satisfied
Female,Loyal Customer,27,Personal Travel,Business,642,4,5,4,4,4,3,3,3,4,4,5,3,5,3,83,150.0,satisfied
Female,disloyal Customer,25,Business travel,Business,594,2,4,2,4,5,2,5,5,5,2,5,4,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Business,2280,3,3,3,3,3,3,5,4,4,5,4,1,4,3,0,0.0,satisfied
Female,disloyal Customer,37,Business travel,Eco,1250,3,3,3,3,3,5,5,4,4,4,4,5,1,5,179,165.0,neutral or dissatisfied
Female,Loyal Customer,55,Personal Travel,Eco,651,1,4,1,3,3,3,4,1,1,1,1,1,1,3,10,14.0,neutral or dissatisfied
Male,Loyal Customer,13,Personal Travel,Eco,1249,2,5,2,1,1,2,1,1,4,2,4,3,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,58,Personal Travel,Eco,641,1,5,0,4,3,0,3,3,5,2,4,3,4,3,31,24.0,neutral or dissatisfied
Female,disloyal Customer,17,Business travel,Eco,764,2,2,2,4,5,2,5,5,4,4,3,2,3,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,24,Personal Travel,Eco Plus,925,2,2,2,3,1,2,1,1,3,5,3,3,3,1,107,120.0,neutral or dissatisfied
Female,Loyal Customer,48,Personal Travel,Eco,1015,3,4,3,1,3,4,5,3,3,3,3,5,3,4,1,0.0,neutral or dissatisfied
Male,Loyal Customer,24,Personal Travel,Eco,1744,4,1,4,4,2,4,2,2,3,5,4,4,3,2,0,0.0,neutral or dissatisfied
Male,disloyal Customer,24,Business travel,Eco,370,1,2,0,4,4,0,4,4,1,2,3,2,3,4,0,4.0,neutral or dissatisfied
Female,Loyal Customer,35,Business travel,Eco,250,3,2,3,3,3,4,3,3,1,5,4,4,4,3,23,8.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,446,1,1,1,1,2,4,4,3,3,3,3,5,3,4,15,13.0,satisfied
Female,disloyal Customer,33,Business travel,Eco,106,4,0,3,3,1,3,1,1,4,2,2,3,5,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Business,3614,5,5,5,5,2,5,5,4,4,4,4,4,4,3,0,0.0,satisfied
Female,Loyal Customer,32,Personal Travel,Eco,1020,2,2,2,3,2,2,2,2,2,3,2,2,3,2,0,0.0,neutral or dissatisfied
Male,disloyal Customer,28,Business travel,Eco,516,4,5,3,3,2,3,2,2,5,1,2,1,5,2,5,0.0,neutral or dissatisfied
Female,Loyal Customer,51,Personal Travel,Eco,2329,1,2,1,1,1,2,1,4,4,1,4,3,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,57,Business travel,Business,3273,4,4,4,4,3,5,4,4,4,5,4,3,4,5,64,51.0,satisfied
Female,disloyal Customer,29,Business travel,Business,453,4,4,4,4,1,4,4,1,4,4,5,3,4,1,2,0.0,neutral or dissatisfied
Female,Loyal Customer,29,Personal Travel,Eco,502,4,5,5,5,2,5,2,2,3,2,4,3,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,69,Personal Travel,Eco,2486,4,3,4,1,2,5,3,3,3,4,3,1,3,4,4,16.0,neutral or dissatisfied
Male,Loyal Customer,35,Business travel,Business,3299,2,2,2,2,2,5,5,5,5,5,5,3,5,3,9,4.0,satisfied
Male,Loyal Customer,34,Business travel,Business,391,2,5,5,5,1,4,3,2,2,2,2,3,2,2,72,67.0,neutral or dissatisfied
Male,Loyal Customer,51,Business travel,Business,534,5,5,5,5,4,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
Female,Loyal Customer,46,Business travel,Eco,102,2,1,1,1,2,4,4,2,2,2,2,1,2,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,72,Business travel,Eco,543,2,5,4,5,3,4,3,2,2,2,2,3,2,1,2,0.0,neutral or dissatisfied
Female,Loyal Customer,19,Personal Travel,Eco,325,1,5,1,2,3,1,3,3,1,5,1,2,3,3,3,1.0,neutral or dissatisfied
Female,Loyal Customer,55,Personal Travel,Eco Plus,964,4,4,4,3,3,5,5,2,2,4,2,5,2,5,4,0.0,satisfied
Male,Loyal Customer,49,Business travel,Business,3072,4,4,5,4,3,5,1,5,5,5,5,1,5,2,0,0.0,satisfied
Male,Loyal Customer,44,Business travel,Business,282,2,4,4,4,5,3,3,2,2,2,2,3,2,3,4,7.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,2475,3,3,3,3,3,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
Male,Loyal Customer,42,Business travel,Eco,230,4,1,1,1,4,4,4,4,5,4,4,4,5,4,53,47.0,satisfied
Female,Loyal Customer,55,Business travel,Business,1608,4,4,4,4,4,4,5,2,2,2,2,5,2,5,13,17.0,satisfied
Female,Loyal Customer,45,Business travel,Business,3621,0,4,0,2,4,5,5,3,3,3,2,4,3,5,0,0.0,satisfied
Male,disloyal Customer,20,Business travel,Eco,888,2,2,2,2,4,2,4,4,2,1,3,3,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Business,896,5,5,4,5,5,5,5,5,1,4,3,5,5,5,11,1.0,satisfied
Male,Loyal Customer,69,Business travel,Business,125,2,2,2,2,3,3,4,3,3,3,2,4,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Business,2407,3,3,3,3,2,5,5,4,4,5,4,4,4,5,0,0.0,satisfied
Female,Loyal Customer,34,Personal Travel,Eco,197,1,4,1,4,2,1,2,2,3,5,4,4,5,2,1,0.0,neutral or dissatisfied
Male,Loyal Customer,42,Personal Travel,Eco,257,3,4,0,4,3,0,3,3,2,2,4,1,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,46,Personal Travel,Eco,1733,4,5,4,3,4,4,4,4,4,2,4,4,4,4,7,0.0,satisfied
Male,disloyal Customer,24,Business travel,Eco,108,0,0,0,1,5,0,5,5,5,5,4,3,5,5,0,0.0,satisfied
Female,disloyal Customer,24,Business travel,Eco,421,3,1,3,4,3,3,3,3,3,1,4,3,3,3,11,14.0,neutral or dissatisfied
Male,disloyal Customer,36,Business travel,Business,140,1,1,1,3,5,1,5,5,4,3,3,2,4,5,4,11.0,neutral or dissatisfied
Female,Loyal Customer,27,Business travel,Business,595,2,2,2,2,5,5,5,5,3,1,2,4,1,5,0,0.0,satisfied
Male,Loyal Customer,44,Business travel,Eco,416,4,5,5,5,4,4,4,4,4,4,3,3,2,4,1,0.0,satisfied
Male,disloyal Customer,34,Business travel,Business,473,4,4,4,1,3,4,3,3,5,4,3,1,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Business,3205,4,4,3,4,4,4,4,4,3,4,5,4,5,4,0,0.0,satisfied
Female,Loyal Customer,51,Business travel,Business,1167,4,4,3,4,5,5,5,5,5,5,5,5,5,5,12,0.0,satisfied
Female,Loyal Customer,50,Business travel,Business,1723,1,1,4,1,5,5,5,5,2,4,4,5,5,5,159,168.0,satisfied
Female,Loyal Customer,25,Business travel,Business,628,2,2,2,2,4,5,4,4,3,2,4,4,5,4,17,14.0,satisfied
Male,Loyal Customer,26,Business travel,Business,1788,5,5,5,5,3,3,3,3,3,5,4,5,4,3,0,0.0,satisfied
Male,Loyal Customer,22,Personal Travel,Eco,257,2,5,2,2,4,2,4,4,1,2,3,5,3,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Business,558,5,0,5,5,5,5,4,5,2,5,1,4,2,5,10,9.0,satisfied
Male,Loyal Customer,44,Business travel,Eco,834,5,5,3,3,5,5,5,5,3,1,1,5,4,5,0,0.0,satisfied
Male,Loyal Customer,67,Business travel,Eco,190,3,1,1,1,3,3,3,3,1,3,3,2,3,3,31,22.0,neutral or dissatisfied
Male,Loyal Customer,38,Business travel,Eco,1037,2,1,4,1,2,2,2,2,2,3,3,2,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,67,Business travel,Business,3850,4,5,5,5,1,2,2,4,4,4,4,4,4,4,67,70.0,neutral or dissatisfied
Male,Loyal Customer,71,Business travel,Eco,409,3,4,4,4,3,3,3,3,4,3,4,3,2,3,112,133.0,neutral or dissatisfied
Male,Loyal Customer,56,Personal Travel,Eco,157,3,2,0,3,4,0,4,4,3,2,4,1,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Business,1877,5,5,5,5,4,4,4,3,3,3,3,3,3,3,0,0.0,satisfied
Male,Loyal Customer,57,Business travel,Business,2521,3,4,4,4,5,3,3,3,3,2,3,3,3,3,5,0.0,neutral or dissatisfied
Male,Loyal Customer,12,Personal Travel,Eco Plus,551,3,2,3,1,3,3,4,3,2,3,1,2,2,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Eco,332,2,0,2,2,2,3,4,3,5,4,4,4,4,4,301,283.0,neutral or dissatisfied
Female,Loyal Customer,21,Personal Travel,Eco,680,3,5,3,3,1,3,1,1,5,1,3,1,5,1,0,3.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,1532,2,2,4,2,3,4,4,4,4,4,4,4,4,5,0,0.0,satisfied
Male,Loyal Customer,28,Business travel,Business,587,4,4,4,4,4,4,4,4,1,2,4,2,4,4,26,19.0,neutral or dissatisfied
Male,Loyal Customer,38,Business travel,Eco Plus,826,4,3,3,3,4,4,4,4,4,1,5,1,1,4,9,20.0,satisfied
Male,Loyal Customer,67,Personal Travel,Eco,130,2,0,2,3,4,2,4,4,3,3,3,5,4,4,94,107.0,neutral or dissatisfied
Male,Loyal Customer,13,Personal Travel,Eco Plus,224,2,4,2,5,2,2,3,2,4,3,5,5,5,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,35,Business travel,Business,2069,2,2,2,2,2,4,4,4,4,4,4,3,4,5,0,0.0,satisfied
Female,Loyal Customer,56,Personal Travel,Eco,489,2,1,2,3,4,3,3,5,5,2,1,3,5,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,23,Business travel,Business,357,1,5,5,5,1,1,1,1,1,3,3,2,3,1,27,23.0,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Business,301,3,5,5,5,3,1,1,3,3,3,3,3,3,1,127,116.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,2739,0,5,0,3,2,4,5,4,4,4,2,5,4,4,1,0.0,satisfied
Male,disloyal Customer,48,Business travel,Business,954,3,3,3,2,1,3,1,1,4,5,5,4,4,1,0,0.0,neutral or dissatisfied
Male,disloyal Customer,37,Business travel,Eco,907,3,3,3,3,3,3,3,3,2,4,2,1,2,3,0,11.0,neutral or dissatisfied
Female,disloyal Customer,26,Business travel,Business,442,0,0,0,3,2,0,2,2,5,5,2,4,2,2,0,1.0,satisfied
Female,Loyal Customer,55,Business travel,Business,612,1,1,1,1,5,5,4,4,4,5,4,3,4,3,0,0.0,satisfied
Male,Loyal Customer,48,Business travel,Business,577,5,5,5,5,5,4,4,4,4,4,4,3,4,4,7,0.0,satisfied
Male,Loyal Customer,27,Personal Travel,Eco Plus,507,2,1,2,4,5,2,5,5,3,3,4,4,3,5,51,40.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,2509,1,1,2,1,4,4,4,5,4,5,5,4,4,4,136,147.0,satisfied
Female,disloyal Customer,38,Business travel,Eco,846,2,2,2,3,3,2,3,3,2,1,2,1,3,3,37,82.0,neutral or dissatisfied
Male,Loyal Customer,61,Personal Travel,Eco,493,2,4,2,4,4,2,4,4,4,3,4,3,5,4,33,25.0,neutral or dissatisfied
Female,Loyal Customer,16,Business travel,Business,1771,1,1,5,1,1,1,1,1,3,4,4,4,4,1,0,15.0,neutral or dissatisfied
Female,disloyal Customer,26,Business travel,Eco,1491,3,3,3,4,3,3,3,3,3,5,4,3,3,3,39,33.0,neutral or dissatisfied
Male,Loyal Customer,35,Business travel,Eco,907,3,3,3,3,3,3,3,3,5,4,5,5,5,3,98,79.0,satisfied
Female,Loyal Customer,71,Business travel,Eco,102,4,5,5,5,5,3,4,4,4,4,4,2,4,1,8,6.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,1135,1,0,0,3,5,3,4,1,1,0,1,4,1,1,45,44.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Business,2248,1,1,1,1,5,4,5,4,4,4,4,3,4,5,0,3.0,satisfied
Female,Loyal Customer,21,Personal Travel,Eco,849,3,5,3,3,1,3,1,1,5,3,4,4,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,40,Personal Travel,Eco,589,5,5,5,2,3,5,3,3,5,3,3,4,1,3,0,0.0,satisfied
Male,disloyal Customer,17,Business travel,Eco,1020,4,4,4,4,5,4,5,5,3,3,5,3,5,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,38,Personal Travel,Eco,356,2,5,2,4,3,2,3,3,3,3,4,4,5,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,23,Business travel,Eco,373,2,0,2,1,3,2,3,3,4,2,4,4,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,17,Business travel,Eco Plus,605,5,4,4,4,5,5,5,5,4,2,5,2,3,5,0,2.0,satisfied
Male,disloyal Customer,32,Business travel,Business,762,1,1,1,4,4,1,4,4,3,3,5,5,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,37,Business travel,Business,1575,2,2,2,2,1,3,3,4,4,4,5,1,4,4,30,23.0,satisfied
Male,Loyal Customer,48,Personal Travel,Eco,1269,4,5,4,3,5,4,4,5,4,3,4,5,5,5,0,0.0,satisfied
Female,disloyal Customer,24,Business travel,Business,227,4,0,4,3,3,4,2,3,3,4,4,5,4,3,21,58.0,satisfied
Female,Loyal Customer,21,Business travel,Business,1998,3,1,1,1,3,3,3,3,3,3,4,2,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,33,Personal Travel,Eco,67,3,5,3,4,4,3,4,4,3,5,4,4,4,4,7,0.0,neutral or dissatisfied
Male,disloyal Customer,25,Business travel,Business,840,5,0,4,2,5,4,5,5,4,3,4,5,5,5,0,0.0,satisfied
Female,Loyal Customer,52,Personal Travel,Eco,337,1,3,1,1,2,2,3,1,1,1,1,2,1,5,18,6.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,3847,2,2,2,2,4,4,5,5,5,5,5,5,5,3,5,0.0,satisfied
Female,disloyal Customer,25,Business travel,Eco,627,1,0,1,3,4,1,4,4,2,2,4,4,4,4,0,5.0,neutral or dissatisfied
Male,Loyal Customer,37,Business travel,Eco Plus,844,1,1,1,1,1,1,1,1,1,4,4,3,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Business,2481,2,2,2,2,5,5,1,4,4,4,4,5,4,1,1,3.0,satisfied
Female,Loyal Customer,52,Business travel,Business,2917,5,5,5,5,5,5,5,3,4,4,4,5,3,5,15,32.0,satisfied
Male,Loyal Customer,57,Business travel,Eco,347,5,2,2,2,5,5,5,5,2,5,3,1,3,5,0,0.0,satisfied
Male,disloyal Customer,24,Business travel,Eco,366,2,4,2,3,3,2,3,3,2,4,4,2,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,23,Business travel,Eco,1048,3,3,4,4,3,3,1,3,2,2,4,3,4,3,40,26.0,neutral or dissatisfied
Female,disloyal Customer,20,Business travel,Eco,967,2,2,2,2,3,2,3,3,1,3,3,1,1,3,0,1.0,neutral or dissatisfied
Male,Loyal Customer,59,Personal Travel,Eco,164,3,5,3,4,5,3,5,5,4,3,5,3,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,33,Business travel,Business,109,3,3,3,3,4,4,5,4,2,3,4,4,5,4,0,1.0,satisfied
Male,disloyal Customer,27,Business travel,Eco,918,5,5,5,3,5,1,1,5,3,3,4,1,1,1,0,0.0,satisfied
Female,Loyal Customer,29,Business travel,Business,235,4,4,4,4,5,4,5,5,4,5,5,4,5,5,3,32.0,satisfied
Male,Loyal Customer,39,Business travel,Business,2026,3,5,5,5,1,4,4,3,3,2,3,1,3,4,62,61.0,neutral or dissatisfied
Male,Loyal Customer,61,Personal Travel,Eco Plus,945,1,1,1,4,3,1,3,3,3,3,4,1,4,3,40,46.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Business,3126,2,2,2,2,4,4,5,5,5,5,5,4,5,5,7,9.0,satisfied
Male,Loyal Customer,47,Business travel,Business,3683,1,1,1,1,2,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
Female,disloyal Customer,39,Business travel,Business,289,3,3,3,3,4,3,4,4,3,2,4,4,4,4,10,9.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,1009,4,4,4,4,5,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
Female,Loyal Customer,37,Business travel,Business,1069,1,2,2,2,3,4,3,1,1,1,1,4,1,1,2,26.0,neutral or dissatisfied
Female,Loyal Customer,33,Business travel,Business,3012,2,4,4,4,2,4,3,2,2,2,2,3,2,4,51,29.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,1440,1,1,1,1,3,5,4,5,5,5,5,4,5,5,0,13.0,satisfied
Female,Loyal Customer,63,Business travel,Business,1947,3,5,5,5,1,2,3,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Eco,73,5,1,1,1,5,5,5,5,2,1,1,2,1,5,56,82.0,satisfied
Female,Loyal Customer,53,Personal Travel,Eco,2419,3,3,3,3,3,5,4,1,2,3,3,4,2,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,15,Personal Travel,Eco,1127,3,5,3,3,2,3,2,2,4,4,4,5,4,2,14,75.0,neutral or dissatisfied
Female,Loyal Customer,36,Personal Travel,Eco,874,2,2,2,3,5,2,5,5,1,4,2,4,4,5,47,76.0,neutral or dissatisfied
Female,Loyal Customer,20,Personal Travel,Eco,762,2,4,2,3,4,2,4,4,1,4,4,3,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Eco,775,4,3,3,3,4,4,4,4,1,1,3,3,3,4,0,0.0,neutral or dissatisfied
Male,disloyal Customer,39,Business travel,Eco,1064,3,3,3,1,1,3,1,1,2,5,5,4,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,21,Personal Travel,Eco,680,2,1,2,2,2,2,2,2,2,1,3,3,2,2,7,1.0,neutral or dissatisfied
Male,Loyal Customer,26,Business travel,Business,489,4,4,4,4,5,5,5,5,4,4,2,1,5,5,36,36.0,satisfied
Female,Loyal Customer,13,Personal Travel,Eco,356,1,5,1,1,2,1,2,2,5,4,5,5,5,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,48,Personal Travel,Eco Plus,419,3,5,3,5,4,1,5,2,2,3,2,5,2,4,26,22.0,neutral or dissatisfied
Female,Loyal Customer,27,Personal Travel,Eco Plus,689,4,5,4,3,5,4,4,5,1,4,2,4,5,5,0,5.0,neutral or dissatisfied
Female,disloyal Customer,21,Business travel,Business,2434,5,0,5,2,3,0,3,3,3,4,4,4,5,3,0,30.0,satisfied
Male,Loyal Customer,23,Personal Travel,Eco,1042,1,4,2,2,4,2,4,4,3,3,5,4,5,4,0,0.0,neutral or dissatisfied
Male,disloyal Customer,32,Business travel,Eco,679,3,3,3,4,4,3,4,4,3,4,3,4,3,4,82,79.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,247,4,4,5,4,3,5,4,5,5,5,5,4,5,4,0,4.0,satisfied
Male,Loyal Customer,62,Business travel,Business,404,4,4,4,4,5,5,4,5,5,5,5,5,5,3,0,5.0,satisfied
Male,Loyal Customer,67,Personal Travel,Eco,1069,1,5,1,5,5,1,5,5,3,3,4,5,5,5,1,3.0,neutral or dissatisfied
Male,Loyal Customer,20,Personal Travel,Eco,197,4,4,4,3,1,4,1,1,5,5,5,3,5,1,6,0.0,satisfied
Female,Loyal Customer,29,Business travel,Business,345,3,3,4,3,4,4,4,4,4,4,5,4,5,4,0,0.0,satisfied
Female,Loyal Customer,70,Personal Travel,Eco,594,3,4,3,3,5,4,3,1,1,3,1,3,1,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,Personal Travel,Eco,1171,2,5,2,2,4,5,4,3,3,2,3,3,3,5,17,4.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Eco,185,4,1,1,1,4,4,4,4,1,4,3,5,4,4,2,0.0,satisfied
Female,disloyal Customer,21,Business travel,Eco,802,4,4,4,3,1,4,3,1,5,5,5,5,4,1,0,0.0,satisfied
Female,Loyal Customer,40,Business travel,Business,213,0,5,0,5,5,4,5,4,4,1,1,3,4,3,0,0.0,satisfied
Male,Loyal Customer,54,Business travel,Business,2329,4,4,4,4,5,4,5,3,3,4,3,3,3,3,0,5.0,satisfied
Female,disloyal Customer,30,Business travel,Business,2449,3,3,3,4,1,3,1,1,5,2,4,5,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Eco Plus,258,3,3,3,3,3,3,3,3,2,3,1,4,3,3,0,0.0,satisfied
Male,Loyal Customer,54,Business travel,Business,867,2,2,1,2,3,4,3,2,2,2,2,4,2,1,0,0.0,neutral or dissatisfied
Female,disloyal Customer,39,Business travel,Eco,685,3,3,3,3,3,4,4,5,3,1,5,4,1,4,652,638.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Business,2492,2,3,3,3,2,1,2,2,2,2,2,4,2,1,16,25.0,neutral or dissatisfied
Female,disloyal Customer,36,Business travel,Business,311,3,3,3,1,4,3,4,4,5,5,5,5,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,69,Personal Travel,Business,748,3,4,3,3,4,4,4,2,2,3,2,4,2,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,602,3,3,3,3,5,5,5,5,5,5,5,4,5,3,0,0.0,satisfied
Female,disloyal Customer,27,Business travel,Business,1199,2,2,2,3,3,2,3,3,5,3,4,5,5,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,63,Personal Travel,Eco Plus,606,3,4,3,3,2,3,2,2,3,5,4,5,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,7,Personal Travel,Eco,836,4,5,4,2,3,4,3,3,3,2,4,5,5,3,0,0.0,satisfied
Female,Loyal Customer,43,Personal Travel,Eco,621,2,4,2,2,4,3,4,3,3,2,5,4,3,2,1,0.0,neutral or dissatisfied
Female,Loyal Customer,58,Business travel,Eco,174,4,4,4,4,5,1,5,4,4,4,4,3,4,1,0,0.0,satisfied
Male,Loyal Customer,38,Personal Travel,Eco,247,1,5,0,1,4,0,4,4,5,2,4,4,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,1391,2,2,2,2,5,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
Male,Loyal Customer,14,Personal Travel,Business,631,2,4,2,3,4,2,4,4,1,5,4,4,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Business,3101,1,0,0,4,3,0,3,3,2,1,3,4,4,3,61,48.0,neutral or dissatisfied
Female,disloyal Customer,42,Business travel,Eco,967,3,3,3,4,2,3,2,2,2,2,1,1,1,2,101,106.0,neutral or dissatisfied
Male,Loyal Customer,45,Personal Travel,Eco,299,5,4,5,4,1,5,1,1,4,5,4,3,4,1,0,0.0,satisfied
Male,disloyal Customer,26,Business travel,Eco,533,1,3,1,3,4,1,4,4,4,4,4,3,4,4,55,56.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,3132,4,4,4,4,2,5,5,5,5,5,5,5,5,1,0,2.0,satisfied
Female,Loyal Customer,47,Business travel,Business,413,4,4,4,4,2,3,1,3,3,4,3,3,3,3,0,0.0,satisfied
Female,Loyal Customer,42,Business travel,Business,550,2,2,2,2,1,3,3,2,2,2,2,2,2,2,58,64.0,neutral or dissatisfied
Female,Loyal Customer,31,Business travel,Business,280,3,4,5,5,3,3,3,3,2,3,4,1,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,59,Personal Travel,Eco,645,2,3,2,4,4,2,4,4,4,3,5,2,5,4,6,9.0,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Business,3531,1,1,1,1,3,3,3,1,1,1,1,2,1,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,3444,2,2,2,2,5,5,5,4,3,5,5,5,5,5,183,178.0,satisfied
Male,Loyal Customer,40,Personal Travel,Eco,642,1,4,1,5,3,1,3,3,3,4,2,2,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Business,2211,1,1,1,1,5,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
Male,Loyal Customer,59,Business travel,Eco,408,2,1,1,1,3,2,3,3,3,1,3,3,4,3,28,28.0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Eco,320,5,4,4,4,1,5,4,5,5,5,5,1,5,5,0,7.0,satisfied
Female,Loyal Customer,55,Personal Travel,Eco Plus,547,2,3,2,2,3,3,2,4,4,2,2,3,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,58,Business travel,Business,2078,2,5,5,5,1,4,3,3,3,3,2,3,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Eco,359,4,2,5,2,4,5,4,4,5,4,1,2,4,4,7,0.0,satisfied
Male,Loyal Customer,44,Business travel,Eco,564,5,5,5,5,5,5,5,5,3,3,1,5,1,5,79,53.0,satisfied
Male,Loyal Customer,31,Business travel,Business,1888,4,4,4,4,4,4,4,4,5,1,3,4,4,4,37,26.0,satisfied
